"","gbifID","datasetKey","occurrenceID","kingdom","phylum","class","order","family","genus","species","infraspecificEpithet","taxonRank","scientificName","verbatimScientificName","verbatimScientificNameAuthorship","countryCode","locality","stateProvince","occurrenceStatus","individualCount","publishingOrgKey","decimalLatitude","decimalLongitude","coordinateUncertaintyInMeters","coordinatePrecision","elevation","elevationAccuracy","depth","depthAccuracy","eventDate","day","month","year","taxonKey","speciesKey","basisOfRecord","institutionCode","collectionCode","catalogNumber","recordNumber","identifiedBy","dateIdentified","license","rightsHolder","recordedBy","typeStatus","establishmentMeans","lastInterpreted","mediaType","issue"
"1",1804102450,"74f92761-3a24-4d85-9bfb-00b1fee0119d","0f260ef4-7aa6-aa64-1fba-a9c11c8aa9c0","Animalia","Chordata","Amphibia","Anura","Bufonidae","Anaxyrus","Anaxyrus boreas","","SPECIES","Anaxyrus boreas (Baird & Girard, 1852)","Anaxyrus boreas (Baird & Girard, 1852)","(Baird & Girard, 1852)","CA","10 mi. N. of Squamish","British Columbia (Prov.)","PRESENT",1,"a41250f0-7c3e-11d8-a19c-b8a03c50a862",49.8332999990704,-123.15,NA,NA,NA,NA,NA,NA,"1970-06-04T00:00:00",4,6,1970,2422924,2422924,"PRESERVED_SPECIMEN","CMN","CMNAR","CMNAR 13224","","","","CC_BY_4_0","Canadian Museum of Nature","Meyer, H.","","","2022-12-02T18:45:14.918Z","","OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COORDINATE_REPROJECTED;COLLECTION_MATCH_FUZZY"
"2",1804104470,"74f92761-3a24-4d85-9bfb-00b1fee0119d","1cdee44e-8d18-d184-73a4-36eced950cfd","Animalia","Chordata","Amphibia","Caudata","Ambystomatidae","Ambystoma","Ambystoma gracile","","SPECIES","Ambystoma gracile (Baird, 1859)","Ambystoma gracile Baird, 1859","Baird, 1859","CA","Mountain lake, 4 mi. N. of Vancouver","British Columbia (Prov.)","PRESENT",1,"a41250f0-7c3e-11d8-a19c-b8a03c50a862",49.6117,-123.081,NA,NA,NA,NA,NA,NA,"1913-10-03T00:00:00",3,10,1913,2431998,2431998,"PRESERVED_SPECIMEN","CMN","CMNAR","CMNAR 566","","","","CC_BY_4_0","Canadian Museum of Nature","Taylor, William","","","2022-12-02T18:45:21.049Z","","OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_FUZZY"
"3",1804124055,"74f92761-3a24-4d85-9bfb-00b1fee0119d","a17b61d7-c42c-42c4-e095-9aa3483b67ff","Animalia","Chordata","Amphibia","Caudata","Plethodontidae","Ensatina","Ensatina eschscholtzii","oregonensis","SUBSPECIES","Ensatina eschscholtzii oregonensis (Girard, 1856)","Ensatina eschscholtzii oregonensis","","CA","Lighthouse Park","British Columbia (Prov.)","PRESENT",1,"a41250f0-7c3e-11d8-a19c-b8a03c50a862",49.3332999990678,-123.267,NA,NA,NA,NA,NA,NA,"1974-07-19T00:00:00",19,7,1974,6170224,2431643,"PRESERVED_SPECIMEN","CMN","CMNAR","CMNAR 15876","","","","CC_BY_4_0","Canadian Museum of Nature","Chippindale, Paul T.","","","2022-12-02T18:45:21.453Z","","OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COORDINATE_REPROJECTED;COLLECTION_MATCH_FUZZY"
"4",2429299463,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/33590510","Animalia","Chordata","Amphibia","Anura","Ranidae","Rana","Rana aurora","","SPECIES","Rana aurora Baird & Girard, 1852","Rana aurora","","CA","","British Columbia","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",49.392575,-123.350555,32,NA,NA,NA,NA,NA,"2019-09-28T18:27:37",28,9,2019,2426808,2426808,"HUMAN_OBSERVATION","iNaturalist","Observations","33590510","","salishsea86","2019-09-29T14:39:48","CC_BY_NC_4_0","salishsea86","salishsea86","","","2022-12-09T20:28:11.198Z","StillImage;StillImage",""
"5",2851074657,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/56427845","Animalia","Chordata","Amphibia","Caudata","Plethodontidae","Ensatina","Ensatina eschscholtzii","oregonensis","SUBSPECIES","Ensatina eschscholtzii oregonensis (Girard, 1856)","Ensatina eschscholtzii oregonensis","","CA","","British Columbia","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",49.396086,-123.351581,15,NA,NA,NA,NA,NA,"2011-10-04T10:59:00",4,10,2011,6170224,2431643,"HUMAN_OBSERVATION","iNaturalist","Observations","56427845","","Jonathan Hakim","2020-08-14T16:29:34","CC_BY_NC_4_0","Jonathan Hakim","Jonathan Hakim","","","2022-12-09T20:28:32.800Z","StillImage","COORDINATE_ROUNDED"
"6",2850731735,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/56427878","Animalia","Chordata","Amphibia","Anura","Ranidae","Rana","Rana aurora","","SPECIES","Rana aurora Baird & Girard, 1852","Rana aurora","","CA","","British Columbia","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",49.391015,-123.35728,15,NA,NA,NA,NA,NA,"2011-10-04T12:13:00",4,10,2011,2426808,2426808,"HUMAN_OBSERVATION","iNaturalist","Observations","56427878","","Jonathan Hakim","2020-08-14T16:29:39","CC_BY_NC_4_0","Jonathan Hakim","Jonathan Hakim","","","2022-12-09T20:32:45.693Z","StillImage",""
"7",3881712894,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/128630313","Animalia","Chordata","Amphibia","Caudata","Salamandridae","Taricha","Taricha granulosa","","SPECIES","Taricha granulosa (Skilton, 1849)","Taricha granulosa","","CA","","British Columbia","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",49.375662,-123.259055,6,NA,NA,NA,NA,NA,"2022-07-29T10:56:27",29,7,2022,2431920,2431920,"HUMAN_OBSERVATION","iNaturalist","Observations","128630313","","cthurlow","2022-07-30T16:25:23","CC_BY_NC_4_0","cthurlow","cthurlow","","","2022-12-09T20:29:49.088Z","StillImage","COORDINATE_ROUNDED"
"8",3384277566,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/94503509","Animalia","Chordata","Amphibia","Anura","Ranidae","Rana","Rana aurora","","SPECIES","Rana aurora Baird & Girard, 1852","Rana aurora","","CA","","British Columbia","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",49.394292,-123.349328,16,NA,NA,NA,NA,NA,"2021-09-11T15:35:55",11,9,2021,2426808,2426808,"HUMAN_OBSERVATION","iNaturalist","Observations","94503509","","salishsea86","2021-09-11T22:36:30","CC_BY_NC_4_0","salishsea86","salishsea86","","","2022-12-09T20:34:27.542Z","StillImage;StillImage","COORDINATE_ROUNDED"
"9",2576416691,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/39433360","Animalia","Chordata","Amphibia","Caudata","Plethodontidae","Ensatina","Ensatina eschscholtzii","","SPECIES","Ensatina eschscholtzii Gray, 1850","Ensatina eschscholtzii","","CA","","British Columbia","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",49.398239,-123.359364,NA,NA,NA,NA,NA,NA,"2020-03-01T16:06:36",1,3,2020,2431643,2431643,"HUMAN_OBSERVATION","iNaturalist","Observations","39433360","","Ben Keen","2020-03-02T02:08:21","CC_BY_4_0","Ben Keen","Ben Keen","","","2022-12-09T20:28:16.155Z","StillImage","COORDINATE_ROUNDED"
"10",2596277966,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/40671442","Animalia","Chordata","Amphibia","Caudata","Plethodontidae","Ensatina","Ensatina eschscholtzii","","SPECIES","Ensatina eschscholtzii Gray, 1850","Ensatina eschscholtzii","","CA","","British Columbia","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",49.398381,-123.359333,NA,NA,NA,NA,NA,NA,"2020-03-24T17:18:24",24,3,2020,2431643,2431643,"HUMAN_OBSERVATION","iNaturalist","Observations","40671442","","Ben Keen","2020-03-25T01:05:08","CC_BY_4_0","Ben Keen","Ben Keen","","","2022-12-09T20:31:21.975Z","StillImage;StillImage;StillImage","COORDINATE_ROUNDED"
