"","id","mean_turnover","mean_nestedness","mean_beta","richness"
"1","1",0.638742969659849,0.150360335419164,0.789103305079013,51
"2","2",0.714474673940854,0.129467707384199,0.843942381325053,32
"3","3",0.7132474564111,0.105678253216236,0.818925709627337,75
"4","4",0.912087912087912,0.0832564461796405,0.995344358267553,1
"5","19",0.444199687195048,0.308779007794936,0.752978694989984,163
"6","20",0.653608791780717,0.124774371758362,0.778383163539079,61
"7","21",0.665175478780853,0.132232552553169,0.797408031334022,99
"8","22",0.686258937500368,0.111862347172655,0.798121284673023,54
"9","23",0.795585346366596,0.107136559941587,0.902721906308184,28
"10","38",0.670013986013986,0.187174960384273,0.85718894639826,20
"11","39",0.64164746544457,0.143754716061008,0.785402181505578,41
"12","40",0.622091870010802,0.194163028671471,0.816254898682272,152
"13","41",0.64242799545545,0.141759879049179,0.784187874504629,74
"14","42",0.633647952748794,0.149183877060079,0.782831829808873,51
"15","57",0.855,0.13407778681303,0.98907778681303,2
"16","58",0.668513980352342,0.150174779533154,0.818688759885497,33
"17","59",0.813898814692932,0.0793903424877784,0.893289157180711,36
"18","60",0.747521367521368,0.17868469824214,0.926206065763508,13
"19","61",0.634867677763976,0.157392553944272,0.792260231708248,36
"20","77",0.813333333333333,0.151087588276433,0.964420921609766,6
"21","78",0.728055555555556,0.197027844520931,0.925083400076487,10
"22","79",0.543026184328973,0.224120422414262,0.767146606743235,118
"23","80",0.96,0.0390317331110949,0.999031733111095,1
"24","96",0.576014571988534,0.160755856915174,0.736770428903709,77
"25","97",0.691449729663118,0.117384260682463,0.80883399034558,45
"26","98",0.472026937482093,0.276466439352746,0.748493376834839,140
"27","99",0.714990534546589,0.11485085808248,0.829841392629069,57
"28","115",0.636388888888889,0.26894765481418,0.905336543703069,9
"29","116",0.579748730693631,0.203139684134977,0.782888414828608,139
"30","117",0.54509693683482,0.20210724033575,0.74720417717057,98
"31","134",0.534906168759269,0.196169424992394,0.731075593751664,97
"32","135",0.70309491163958,0.112643570019621,0.815738481659201,81
"33","136",0.550042739098212,0.193331823245913,0.743374562344126,105
"34","152",0.698021367521368,0.207564561355673,0.90558592887704,13
"35","153",0.67475687789445,0.127286736997274,0.802043614891723,86
"36","154",0.242557998218239,0.532647653863012,0.775205652081251,291
"37","170",0.81,0.176519516295565,0.986519516295565,2
"38","171",0.82,0.15678639755827,0.97678639755827,4
"39","172",0.633284880215163,0.13846034741173,0.771745227626893,65
"40","173",0.796744366744367,0.115064612968033,0.911808979712399,22
"41","174",0.733333333333333,0.245230072701681,0.978563406035015,3
"42","189",0.731666666666667,0.236820180030288,0.968486846696954,3
"43","190",0.718840689033623,0.0985653030811389,0.817405992114762,76
"44","191",0.723809579309579,0.154562608396041,0.87837218770562,22
"45","193",0.687600181312259,0.126634045492607,0.814234226804866,45
"46","208",0.775,0.208177484586121,0.983177484586121,2
"47","209",0.669519981613328,0.141448850300388,0.810968831913716,38
"48","210",0.689796696912487,0.114590930737214,0.804387627649701,51
"49","226",0.48,0.49982001809168,0.97982001809168,1
"50","227",0.704487567434068,0.131333366667984,0.835820934102052,36
"51","228",0.680708567867945,0.115286972414953,0.795995540282897,75
"52","229",0.719884067401309,0.139403103590015,0.859287170991323,29
"53","230",0.877575757575758,0.0889173073569827,0.96649306493274,11
"54","245",0.670195032689782,0.136459813891137,0.806654846580918,38
"55","246",0.716023698523699,0.159029081507725,0.875052780031424,21
"56","247",0.415991206016616,0.328686354033866,0.744677560050482,162
"57","248",0.482162643128508,0.283432349283449,0.765594992411957,148
"58","249",0.84,0.153004600540247,0.993004600540247,2
"59","250",0.647777777777778,0.262848282745902,0.91062606052368,9
"60","263",0.655037948088873,0.147237861040257,0.80227580912913,42
"61","264",0.550911747376203,0.196603095459648,0.747514842835851,100
"62","265",0.801161616161616,0.142904166484755,0.944065782646371,11
"63","266",0.768230038615585,0.0944228738392903,0.862652912454875,50
"64","267",0.721444444444444,0.206685305704526,0.92812975014897,10
"65","268",0.644419176332,0.144204040523849,0.788623216855849,60
"66","269",0.775001751699394,0.106887480226126,0.881889231925519,34
"67","282",0.652296585515254,0.152105776225172,0.804402361740427,81
"68","283",0.83,0.144322824021249,0.974322824021249,5
