"Taxon","Taxon.Author","Subtaxon.Author","Common.Name","Kingdom","Phylum","Subphylum","Superclass","Class","Subclass","Superorder","Order","Suborder","Superfamily","Family","Subfamily","Tribe","Genus","Species","Hybrid","Subspecies","Variety","Origin","Provincial.Status","National.Status","Reporting.Status","Observation","Collected.Reported..y.m.d.","Collector.Source","Collection.List","Accession.Number","GBIF.ID","First.Observed","Observer","iNaturalist.Link","Notes","ID","Stats.Code"
"Fuligo septica","(L.) F.H. Wigg.",NA,"dog vomit slime","Protozoa","Mycetozoa",NA,NA,"Myxomycetes",NA,NA,"Physarales",NA,NA,"Physaraceae",NA,NA,"Fuligo","septica",NA,NA,NA,"cosmopolitan","unlisted",NA,"confirmed","observed","2016-02-01","Rene Zich","Galiano Comprehensive Mushroom List Feb 2016","",NA,"2016-06-22","Andrew Simon","iNat:iNat:3505716",NA,55483,"PRO"
"Leocarpus fragilis","(Dicks.) Rostaf.",NA,"insect egg slime","Protozoa","Mycetozoa",NA,NA,"Myxomycetes",NA,NA,"Physarales",NA,NA,"Physaraceae",NA,NA,"Leocarpus","fragilis",NA,NA,NA,"cosmopolitan","unlisted",NA,"reported","unobserved","2016-02-01","Rene Zich","Galiano Comprehensive Mushroom List Feb 2016","",NA,"","","iNat:",NA,56273,"PRO"
"Physarum cinereum","(Batsch) Pers.",NA,"slime mold","Protozoa","Mycetozoa",NA,NA,"Myxomycetes",NA,NA,"Physarales",NA,NA,"Physaraceae",NA,NA,"Physarum","cinereum",NA,NA,NA,"cosmopolitan","unlisted",NA,"reported","unobserved","2016-02-01","Rene Zich","Galiano Comprehensive Mushroom List Feb 2016","",NA,"","","iNat:",NA,125933,"PRO"
"Physarum viride","(Bull.) Pers.",NA,"slime mold","Protozoa","Mycetozoa",NA,NA,"Myxomycetes",NA,NA,"Physarales",NA,NA,"Physaraceae",NA,NA,"Physarum","viride",NA,NA,NA,"cosmopolitan","unlisted",NA,"new 2017","observed","2017-05-01","Pam Janszen","PJ private collection","Galiano #5",NA,"2017-05-27","Pam Janszen","iNat:iNat:6571618",NA,383670,"PRO"
"Amaurochaete tubulina","(Alb. & Schwein.) T. Macbr.",NA,"slime mold","Protozoa","Mycetozoa",NA,NA,"Myxomycetes",NA,NA,"Stemonitales",NA,NA,"Stemonitidaceae",NA,NA,"Amaurochaete","tubulina",NA,NA,NA,"cosmopolitan","unlisted",NA,"new 2019","observed","2019-07-01","Kevin Toomer","PJ private collection","Galaino #10",NA,"2019-07-05","Kevin Toomer","iNat:iNat:28243758",NA,906605,"PRO"
"Stemonaria irregularis","(Rex) Nann.-Bremek., R. Sharma & Y. Yamam.",NA,"slime mold","Protozoa","Mycetozoa",NA,NA,"Myxomycetes",NA,NA,"Stemonitales",NA,NA,"Stemonitidaceae",NA,NA,"Stemonaria","irregularis",NA,NA,NA,"cosmopolitan","unlisted",NA,"new 2019","observed","2019-07-01","Kevin Toomer","PJ private collection","Galiano #7",NA,"2019-07-08","Kevin Toomer","iNat:iNat:28445406",NA,947418,"PRO"
"Stemonitis fusca","Roth",NA,"pipe-cleaner slime","Protozoa","Mycetozoa",NA,NA,"Myxomycetes",NA,NA,"Stemonitales",NA,NA,"Stemonitidaceae",NA,NA,"Stemonitis","fusca",NA,NA,NA,"cosmopolitan","unlisted",NA,"new 2017","observed","2017-05-01","Pam Janszen","PJ private collection","Galiano #6",NA,"2017-05-27","Pam Janszen","iNat:iNat:7150093",NA,126279,"PRO"
"Stemonitis splendens","Rostaf.",NA,"chocolate tube slime","Protozoa","Mycetozoa",NA,NA,"Myxomycetes",NA,NA,"Stemonitales",NA,NA,"Stemonitidaceae",NA,NA,"Stemonitis","splendens",NA,NA,NA,"cosmopolitan","unlisted",NA,"reported","unobserved","2016-02-01","Rene Zich","Galiano Comprehensive Mushroom List Feb 2016","",NA,"","","iNat:",NA,53838,"PRO"
"Arcyria cinerea","(Bull.) Pers.",NA,"white slime","Protozoa","Mycetozoa",NA,NA,"Myxomycetes",NA,NA,"Trichiales",NA,NA,"Arcyriaceae",NA,NA,"Arcyria","cinerea",NA,NA,NA,"cosmopolitan","unlisted",NA,"reported","unobserved","2016-02-01","Rene Zich","","",NA,"","","iNat:",NA,56258,"PRO"
"Arcyria ferruginea","Saut.",NA,"slime mold","Protozoa","Mycetozoa",NA,NA,"Myxomycetes",NA,NA,"Trichiales",NA,NA,"Arcyriaceae",NA,NA,"Arcyria","ferruginea",NA,NA,NA,"","",NA,"new 2020","observed","","","","",NA,"2020-01-24","Pam Janszen","iNat:iNat:70175131",NA,332465,"PRO"
"Arcyria incarnata","(Pers. ex J.F. Gmel.) Pers.",NA,"slime mold","Protozoa","Mycetozoa",NA,NA,"Myxomycetes",NA,NA,"Trichiales",NA,NA,"Arcyriaceae",NA,NA,"Arcyria","incarnata",NA,NA,NA,"cosmopolitan","unlisted",NA,"new 2017","observed","2017-05-01","Pam Janzen","PJ private collection","Galiano #1",NA,"2017-05-27","Pam Janszen","iNat:iNat:7150085",NA,381271,"PRO"
"Arcyria obvelata","(Oeder) Onsberg.",NA,"slime mold","Protozoa","Mycetozoa",NA,NA,"Myxomycetes",NA,NA,"Trichiales",NA,NA,"Arcyriaceae",NA,NA,"Arcyria","obvelata",NA,NA,NA,"cosmopolitan","unlisted",NA,"new 2017","observed","2017-07-01","Ed Androusiak","PJ private collection","Galiano #9",NA,"2017-07-07","Ed Andrusiak","iNat:iNat:7626272",NA,146745,"PRO"
"Metatrichia floriformis","(Schwein.) Nann.-Bremek.",NA,"slime mold","Protozoa","Mycetozoa",NA,NA,"Myxomycetes",NA,NA,"Trichiales",NA,NA,"Trichiaceae",NA,NA,"Metatrichia","floriformis",NA,NA,NA,"cosmopolitan","unlisted",NA,"new 2017","observed","2017-05-27","Pam Janszen","PJ private collection","Galiano #3",NA,"2017-05-27","Pam Janszen","iNat:iNat:7150087",NA,126277,"PRO"
"Trichia decipiens","(Pers.) T. Macbr.",NA,"slime mold","Protozoa","Mycetozoa",NA,NA,"Myxomycetes",NA,NA,"Trichiales",NA,NA,"Trichiaceae",NA,NA,"Trichia","decipiens",NA,NA,NA,"cosmopolitan","unlisted",NA,"new 2016","observed","","","","",NA,"2016-03-25","Sarah Tweedale","iNat:iNat:2829467",NA,56275,"PRO"
"Ceratiomyxa fruticulosa","(O.F. Müll.) T. Macbr.",NA,"coral slime","Protozoa","Mycetozoa",NA,NA,"Protosteliomycetes",NA,NA,"Ceratiomyxales",NA,NA,"Ceratiomyxaceae",NA,NA,"Ceratiomyxa","fruticulosa",NA,NA,NA,"cosmopolitan","unlisted",NA,"new 2017","observed","2017-05-27","Pam Janszen","PJ private collection","Galiano #2",NA,"2017-05-23","Andrew Simon","iNat:iNat:6413749",NA,56252,"PRO"
"Ceratiomyxa porioides","(Alb. & Schwein.) J.Schröt.",NA,"coral slime","Protozoa","Mycetozoa",NA,NA,"Protosteliomycetes",NA,NA,"Ceratiomyxales",NA,NA,"Ceratiomyxaceae",NA,NA,"Ceratiomyxa","porioides",NA,NA,NA,"","",NA,"new 2017","observed","","","","",NA,"2017-05-23","Andrew Simon","iNat:iNat:6413749",NA,557517,"PRO"
