"scientificName","scientificNameAuthorship","subtaxonAuthorship","commonName","kingdom","phylum","subphylum","superclass","class","subclass","superorder","order","suborder","superfamily","family","subfamily","tribe","genus","specificEpithet","hybrid","subspecies","variety","establishmentMeans","provincialStatus","nationalStatus","firstReported","firstReportedBy","firstReportedSource","firstReportedCollectionNumber","firstReportedGBIF","lastReported","lastReportedBy","lastReportedSource","lastReportedCollectionNumber","lastReportedGBIF","recordCount","reportingStatus","iNatObservationStatus","notes","ID","statsCode"
"Abietinaria spp.","","","coarse sea fir hydroids","Animalia","Cnidaria","","","Hydrozoa","Hydroidolina","","Leptothecata","","Sertularioidea","Sertulariidae","",,"Abietinaria","",,"",,"","","","1981-05-31","Andy Lamb","PMLS","",,"2017-03-18","Andy Lamb","PMLS","",,78,"confirmed","unobserved","",55322,"VAS"
"Acanthodoris atrogriseata","O'Donoghue, 1927","","gray pilose dorid","Animalia","Mollusca","","","Gastropoda","Heterobranchia","Nudipleura","Nudibranchia","Doridina","Onchidoridoidea","Onchidorididae","",,"Acanthodoris","atrogriseata",,"",,"native","unlisted","","2008-06-15","Andy Lamb","PMLS","",,"2009-03-20","Andy Lamb","PMLS","",,2,"confirmed","unobserved","reported as Acanthodoris pilosa (Abildgaard in Müller, 1789)",1080211,"VAS"
"Acanthodoris hudsoni","MacFarland, 1905","","Hudson's dorid","Animalia","Mollusca","","","Gastropoda","Heterobranchia","Nudipleura","Nudibranchia","Doridina","Onchidoridoidea","Onchidorididae","",,"Acanthodoris","hudsoni",,"",,"native","unlisted","","1994-10-23","Andy Lamb","PMLS","",,"2021-09-28","Dave Zeuss Cochrane","iNaturalist","",,49,"confirmed","observed","",48447,"VAS"
"Acanthodoris lutea","MacFarland, 1925","","sandalwood dorid","Animalia","Mollusca","","","Gastropoda","Heterobranchia","Nudipleura","Nudibranchia","Doridina","Onchidoridoidea","Onchidorididae","",,"Acanthodoris","lutea",,"",,"native","unlisted","","2009-11-14","karin fletcher","iNaturalist","",,"2009-11-14","karin fletcher","iNaturalist","",,1,"reported","observed","",47472,"VAS"
"Acanthodoris nanaimoensis","O'Donoghue, 1921","","Nanaimo nudibranch","Animalia","Mollusca","","","Gastropoda","Heterobranchia","Nudipleura","Nudibranchia","Doridina","Onchidoridoidea","Onchidorididae","",,"Acanthodoris","nanaimoensis",,"",,"native","unlisted","","1994-10-07","Andy Lamb","PMLS","",,"2022-02-25","Andrew Simon","iNaturalist","",,63,"confirmed","observed","",47476,"VAS"
"Acantholithodes hispidus","(Stimpson, 1860)","","hairy-spined crab","Animalia","Arthropoda","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Lithodoidea","Hapalogastridae","",,"Acantholithodes","hispidus",,"",,"native","unlisted","","1994-09-10","Andy Lamb","PMLS","",,"2018-06-19","Andy Lamb","PMLS","",,31,"confirmed","observed","",450310,"VAS"
"Acarnus erithacus","Laubenfels, 1927","","thick encrusting scarlet sponge","Animalia","Porifera","","","Demospongiae","Heteroscleromorpha","","Poecilosclerida","","","Acarnidae","",,"Acarnus","erithacus",,"",,"native","unlisted","","2008-08-29","Andy Lamb","PMLS","",,"2015-01-01","Andy Lamb","PMLS","",,5,"confirmed","unobserved","",63669,"VAS"
"Acila castrensis","(Hinds, 1843)","","nutclam or nutshell","Animalia","Mollusca","","","Bivalvia","Protobranchia","","Nuculida ","","Nuculoidea","Nuculidae","",,"Acila","castrensis",,"",,"native","unlisted","","1959-12-11","Dan Quayle","RBCM","989-00278-001",,"1961-05-13","Dan Quayle","RBCM","982-00207-002",,2,"reported","unobserved","",339158,"VAS"
"Acmaea mitra","Rathke, 1833","","whitecap limpet","Animalia","Mollusca","","","Gastropoda","Patellogastropoda","","","","Lottioidea","Acmaeidae","",,"Acmaea","mitra",,"",,"native","unlisted","","1981-05-31","Andy Lamb","PMLS","",,"2019-03-11","Andy Lamb","PMLS","",,57,"confirmed","unobserved","",47676,"VAS"
"Acteocina culcitella","(Gould, 1853)","","pillow barrel-bubble","Animalia","Mollusca","","","Gastropoda","Heterobranchia","","Cephalaspidea","","Bulloidea","Acteocina","",,"Acteocina","culcitella",,"",,"native","unlisted","","1961-06-22","Ian McTaggart-Cowan","RBCM","979-03320",,"1961-06-22","Ian McTaggart-Cowan","RBCM","979-03320",,1,"reported","unobserved","",49788,"VAS"
"Adalaria proxima","(Alder & Hancock, 1854)","","white adalaria","Animalia","Mollusca","","","Gastropoda","Heterobranchia","Nudipleura","Nudibranchia","Doridina","Onchidoridoidea","Onchidorididae","",,"Adalaria","proxima",,"",,"native","unlisted","","2009-11-15","karin fletcher","iNaturalist","",,"2009-11-15","karin fletcher","iNaturalist","",,1,"reported","observed","",508396,"VAS"
"Aegires albopunctatus","MacFarland, 1905","","salt-and-pepper nudibranch","Animalia","Mollusca","","","Gastropoda","Heterobranchia","Nudipleura","Nudibranchia","Doridina","Polyceroidea","Aegiridae","",,"Aegires","albopunctatus",,"",,"native","unlisted","","1996-05-29","Charlie Gibbs","PMLS","",,"2018-06-19","Andy Lamb","PMLS","",,6,"confirmed","observed","",48981,"VAS"
"Aeolidia loui","Kienberger, Carmona, Pola, Padula, Gosliner & Cervera, 2016","","shag-rug nudibranch","Animalia","Mollusca","","","Gastropoda","Heterobranchia","Nudipleura","Nudibranchia","Cladobranchia","Aeolidioidea","Aeolidiidae","",,"Aeolidia","loui",,"",,"native","unlisted","","2016-04-01","Karolle Wall","iNaturalist","",,"2022-11-18","Dave Zeuss Cochrane","iNaturalist","",,3,"new 2016","observed","",498117,"VAS"
"Aeolidia papillosa","(Linnaeus, 1761)","","papillate sea slug","Animalia","Mollusca","","","Gastropoda","Heterobranchia","Nudipleura","Nudibranchia","Cladobranchia","Aeolidioidea","Aeolidiidae","",,"Aeolidia","papillosa",,"",,"native","unlisted","","1969-02-22","Andy Lamb","PMLS","",,"2022-06-05","Dave Zeuss Cochrane","iNaturalist","",,8,"confirmed","observed","",498116,"VAS"
"Aequorea victoria s.lat.","","","water jelly","Animalia","Cnidaria","","","Hydrozoa","Hydroidolina","","Leptothecata","","","Aequoreidae","",,"Aequorea","victoria",,"",,"native","unlisted","","2017-05-26","Karolle Wall","iNaturalist","",,"2022-08-04","Dave Zeuss Cochrane","iNaturalist","",,17,"new 2017","observed","",325995,"VAS"
"Aglaja ocelligera","(Bergh, 1894)","","spotted aglaja","Animalia","Mollusca","","","Gastropoda","Heterobranchia","","Cephalaspidea","","Philinoidea","Aglajidae","",,"Aglaja","ocelligera",,"",,"native","unlisted","","1996-05-29","Charlie Gibbs","PMLS","",,"2016-04-08","Karolle Wall","iNaturalist","",,6,"confirmed","observed","",49842,"VAS"
"Aglantha digitale","(O. F. Müller, 1776)","","pink helmit","Animalia","Cnidaria","","","Hydrozoa","Trachylinae","","Trachymedusae","","","Rhopalonematidae","",,"Aglantha","digitale",,"",,"native","unlisted","","1861-01-01","Alexander Agassiz","Agassiz (1861)","AGASSIZGI:2",,"1861-01-01","Alexander Agassiz","Agassiz (1861)","AGASSIZGI:2",,1,"reported","unobserved","",256085,"VAS"
"Aglaophenia spp.","","","ostrich-plume hydroid","Animalia","Cnidaria","","","Hydrozoa","Hydroidolina","","Leptothecata","","Plumularioidea","Aglaopheniidae","",,"Aglaophenia","",,"",,"","","","1971-08-21","Andy Lamb","PMLS","",,"2016-03-27","Andy Lamb","PMLS","",,29,"confirmed","unobserved","",51218,"VAS"
"Agonopsis vulsa","(Jordan & Gilbert, 1880)","","northern spearnose poacher","Animalia","Chordata","Vertebrata","","Actinopterygii","","","Scorpaeniformes","","","Agonidae","Agoninae",,"Agonopsis","vulsa",,"",,"native","SNR","","1995-02-25","Charlie Gibbs","PMLS","",,"2008-05-22","Jackson W.F. Chu","iNaturalist","",,4,"confirmed","observed","",180027,"VAS"
"Alcyonidium pedunculatum","Robertson, 1902","","smooth leather bryozoan","Animalia","Bryozoa","","","Gymnolaemata","","","Ctenostomatida","Alcyonidiina","Alcyonidoidea","Alcyonidiidae","",,"Alcyonidium","pedunculatum",,"",,"native","unlisted","","1994-02-26","Charlie Gibbs","PMLS","",,"1994-02-26","Charlie Gibbs","PMLS","",,2,"reported","unobserved","",873864,"VAS"
"Alcyonium sp.","","","orange soft coral","Animalia","Cnidaria","","","Anthozoa","Octocorallia","","Alcyonacea","Alcyoniina","","Alcyoniidae","",,"Alcyonium","",,"",,"","","","1985-12-07","Andy Lamb","PMLS","",,"2017-06-30","Andy Lamb","PMLS","",,98,"confirmed","observed","",338004,"VAS"
"Aldisa albomarginata","Millen in Millen & Gosliner, 1985","","white-rimmed nudibranch","Animalia","Mollusca","","","Gastropoda","Heterobranchia","Nudipleura","Nudibranchia","Doridina","Chromodoridoidea","Cadlinidae","",,"Aldisa","albomarginata",,"",,"native","unlisted","","2009-03-19","Andy Lamb","PMLS","",,"2009-03-19","Andy Lamb","PMLS","",,1,"reported","unobserved","",50094,"VAS"
"Aldisa cooperi","Robilliard & Baba, 1972","","Cooper's dorid","Animalia","Mollusca","","","Gastropoda","Heterobranchia","Nudipleura","Nudibranchia","Doridina","Chromodoridoidea","Cadlinidae","",,"Aldisa","cooperi",,"",,"native","unlisted","","1978-03-19","Neil McDaniel","iNaturalist","",,"2016-02-07","Andy Lamb","PMLS","",,13,"confirmed","observed","",50097,"VAS"
"Aldisa sanguinea","(J.G. Cooper, 1863)","","blood-spot dorid","Animalia","Mollusca","","","Gastropoda","Heterobranchia","Nudipleura","Nudibranchia","Doridina","Chromodoridoidea","Cadlinidae","",,"Aldisa","sanguinea",,"",,"native","unlisted","","2013-10-10","Andy Lamb","PMLS","",,"2017-06-25","Karolle Wall","iNaturalist","",,4,"confirmed","observed","",50098,"VAS"
"Aldisa tara","Millen in Millen & Gosliner, 1985","","Tara's dorid","Animalia","Mollusca","","","Gastropoda","Heterobranchia","Nudipleura","Nudibranchia","Doridina","Chromodoridoidea","Cadlinidae","",,"Aldisa","tara",,"",,"native","unlisted","","1978-03-19","Neil McDaniel","iNaturalist","",,"2018-06-19","Andy Lamb","PMLS","",,4,"confirmed","observed","",50100,"VAS"
"Alia carinata","(Hinds, 1844)","","carinate dovesnail","Animalia","Mollusca","","","Gastropoda","Caenogastropoda","","Neogastropoda","","Buccinoidea","Columbellidae","",,"Alia","carinata",,"",,"native","unlisted","","2017-05-26","Karolle Wall","iNaturalist","",,"2017-05-26","Karolle Wall","iNaturalist","",,1,"new 2017","observed","reported as Mitrella carinata",129933,"VAS"
"Alitta williami","Villalobos-Guerrero & Bakken, 2018","","giant piling sea-nymph worm","Animalia","Annelida","","","Polychaeta","Errantia","","Phyllodocida","Nereidiformia","","Nereididae","Nereidinae",,"Alitta","williami",,"",,"native","unlisted","","2017-04-17","Nomadkris","iNaturalist","",,"2022-05-16","Andrew Simon","iNaturalist","",,2,"new 2017","observed","",1115984,"VAS"
"Ammodytes personatus","Girard, 1856","","Pacific sand lance","Animalia","Chordata","Vertebrata","","Actinopterygii","","","Perciformes","","","Ammodytidae","",,"Ammodytes","personatus",,"",,"native","SNR","","1993-08-16","Andy Lamb","PMLS","",,"2022-06-24","Dave Zeuss Cochrane","iNaturalist","",,14,"confirmed","observed","",201784,"VAS"
