"Taxon","Taxon.Author","Subtaxon.Author","Common.Name","Kingdom","Phylum","Subphylum","Superclass","Class","Subclass","Superorder","Order","Suborder","Superfamily","Family","Subfamily","Tribe","Genus","Species","Hybrid","Subspecies","Variety","Origin","Provincial.Status","National.Status","Reporting.Status","Observation","Collected.Reported..y.m.d.","Collector.Source","Collection.List","Accession.Number","GBIF.ID","First.Observed","Observer","iNaturalist.Link","Notes","ID","Stats.Code"
"Anas crecca","Linnaeus, 1758","","Eurasian green-winged teal","Animalia","Chordata","Vertebrata","","Aves","","","Anseriformes","","","Anatidae","","","Anas","crecca","","","","native","S5B,S5N (2015)","","confirmed","observed","2016","Galiano Naturalist","Galiano Bird Checklist","","","2019-12-27","Andrew Simon","iNat:37084654","rare winter species",6930,"BIR"
"Anas platyrhynchos","Linnaeus, 1758","","mallard","Animalia","Chordata","Vertebrata","","Aves","","","Anseriformes","","","Anatidae","","","Anas","platyrhynchos","","","","native","S5B,S5N (2015)","","confirmed","observed","2016","Galiano Naturalist","Galiano Bird Checklist","","","2016-02-04","Kris Krüg","iNat:2644712","",7019,"BIR"
"Anser albifrons","(Scopoli, 1769)","","greater white-fronted goose","Animalia","Chordata","Vertebrata","","Aves","","","Anseriformes","","","Anatidae","","","Anser","albifrons","","","","native","S4M (2015)","","confirmed","observed","2016","Galiano Naturalist","Galiano Bird Checklist","","","2014-09-27","Michael Hoebel","iNat:4046931","",7044,"BIR"
"Anthus rubescens","(Tunstall, 1771)","","American pipit","Animalia","Chordata","Vertebrata","","Aves","","","Passeriformes","","","Motacillidae","","","Anthus","rubescens","","","","native","S5B,SNRN (2015)","","reported","unobserved","2016","Galiano Naturalist","Galiano Bird Checklist","","","","","","",7089,"BIR"
"Aquila chrysaetos","Linnaeus, 1758","","golden eagle","Animalia","Chordata","Vertebrata","","Aves","","","Accipitriformes","","","Accipitridae","","","Aquila","chrysaetos","","","","native","S4S5 (2015)","","reported","unobserved","2016","Galiano Naturalist","Galiano Bird Checklist","","","","","","",6993,"BIR"
"Ardea herodias fannini","Chapman, 1901","","great blue heron","Animalia","Chordata","Vertebrata","","Aves","","","Pelecaniformes","","","Ardeidae","Ardeinae","","Ardea","herodias","","fannini","","native","S2S3B,S4N (2009)","","confirmed","observed","2016","Galiano Naturalist","Galiano Bird Checklist","","","2009-05-03","Shera Street","iNat:2635593","",6990,"BIR"
"Arenaria interpres","(Linnaeus, 1758)","","ruddy turnstone","Animalia","Chordata","Vertebrata","","Aves","","","Charadriiformes","","","Scolopacidae","","","Arenaria","interpres","","","","native","S4M (2015)","","reported","unobserved","2016","Galiano Naturalist","Galiano Bird Checklist","","","","","","",6994,"BIR"
"Arenaria melanocephala","(Vigors, 1829)","","black turnstone","Animalia","Chordata","Vertebrata","","Aves","","","Charadriiformes","","","Scolopacidae","","","Arenaria","melanocephala","","","","native","S4N,S5M (2015)","","confirmed","observed","2016","Galiano Naturalist","Galiano Bird Checklist","","","2016-08-08","Chessi Miltner","iNat:3840469","",6915,"BIR"
"Asio flammeus","(Pontoppidan, 1763)","","short-eared owl","Animalia","Chordata","Vertebrata","","Aves","","","Strigiformes","","","Strigidae","","","Asio","flammeus","","","","native","S3B,S2N (2015)","","reported","unobserved","2016","Galiano Naturalist","Galiano Bird Checklist","","","","","","",7111,"BIR"
"Aythya affinis","(Eyton, 1838)","","lesser scaup","Animalia","Chordata","Vertebrata","","Aves","","","Anseriformes","","","Anatidae","","","Aythya","affinis","","","","native","S5B,S5N (2015)","","reported","unobserved","2016","Galiano Naturalist","Galiano Bird Checklist","","","","","","",7109,"BIR"
"Aythya collaris","(Donovan, 1809)","","ring-necked duck","Animalia","Chordata","Vertebrata","","Aves","","","Anseriformes","","","Anatidae","","","Aythya","collaris","","","","native","S5B,S5N (2015)","","confirmed","observed","2016","Galiano Naturalist","Galiano Bird Checklist","","","2011-05-10","Michael Hoebel","iNat:4046933","",485176,"BIR"
"Aythya marila","(Linnaeus, 1761)","","greater scaup","Animalia","Chordata","Vertebrata","","Aves","","","Anseriformes","","","Anatidae","","","Aythya","marila","","","","native","S4N (2015)","","reported","unobserved","2016","Galiano Naturalist","Galiano Bird Checklist","","","","","","",558439,"BIR"
"Bombycilla cedrorum","Vieillot, 1808","","cedar waxwing","Animalia","Chordata","Vertebrata","","Aves","","","Passeriformes","","","Bombycillidae","","","Bombycilla","cedrorum","","","","native","S5 (2015)","","confirmed","observed","2016","Galiano Naturalist","Galiano Bird Checklist","","","2014-05-30","Michael Hoebel","iNat:4046864","",144222,"BIR"
"Bonasa umbellus brunnescens","(Linnaeus, 1766)","","ruffed grouse","Animalia","Chordata","Vertebrata","","Aves","","","Galliformes","","","Phasianidae","","","Bonasa","umbellus","","brunnescens","","native","S5 (2015)","","reported","unobserved","1991-04-25","R. Smith","UBC","B015112","","","","","",7036,"BIR"
"Brachyramphus marmoratus","(Gmelin, 1789)","","marbled murrelet","Animalia","Chordata","Vertebrata","","Aves","","","Charadriiformes","","","Alcidae","","","Brachyramphus","marmoratus","","","","native","S3B,S3N (2015)","","confirmed","observed","2016","Galiano Naturalist","Galiano Bird Checklist","","","2015-12-20","Andrew Simon","iNat:2562765","",7004,"BIR"
"Branta canadensis","(Linnaeus, 1758)","","Canada goose","Animalia","Chordata","Vertebrata","","Aves","","","Anseriformes","","","Anatidae","","","Branta","canadensis","","","","native","S5 (2015)","","confirmed","observed","2016","Galiano Naturalist","Galiano Bird Checklist","","","2007-01-10","Shera Street","iNat:2635233","",6996,"BIR"
"Branta hutchinsii","(Richardson, 1832)","","cackling goose","Animalia","Chordata","Vertebrata","","Aves","","","Anseriformes","","","Anatidae","","","Branta","hutchinsii","","","","native","S4S5M (2015)","","reported","unobserved","2017-05-07","Nancy Tamblyn","eBird","","","","","","",6933,"BIR"
"Bubo virginianus","(Gmelin, 1788)","","great horned owl","Animalia","Chordata","Vertebrata","","Aves","","","Strigiformes","","","Strigidae","","","Bubo","virginianus","","","","native","S5 (2015)","","confirmed","observed","2016","Galiano Naturalist","Galiano Bird Checklist","","","2018-06-28","Kevin Toomer","iNat:13864466","",558438,"BIR"
"Bucephala albeola","(Linnaeus, 1758)","","bufflehead","Animalia","Chordata","Vertebrata","","Aves","","","Anseriformes","","","Anatidae","","","Bucephala","albeola","","","","native","S5B, SNRN (2015)","","confirmed","observed","2016","Galiano Naturalist","Galiano Bird Checklist","","","2010-02-19","Michael Hoebel","iNat:4046948","",7054,"BIR"
"Bucephala clangula","(Linnaeus, 1758)","","common goldeneye","Animalia","Chordata","Vertebrata","","Aves","","","Anseriformes","","","Anatidae","","","Bucephala","clangula","","","","native","S5 (2015)","","confirmed","observed","2016","Galiano Naturalist","Galiano Bird Checklist","","","2012-04-19","B. J. Stacey","iNat:167229","",7047,"BIR"
"Bucephala islandica","(Gmelin, 1789)","","barrow's goldeneye","Animalia","Chordata","Vertebrata","","Aves","","","Anseriformes","","","Anatidae","","","Bucephala","islandica","","","","native","S4S5 (2015)","","confirmed","observed","2016","Galiano Naturalist","Galiano Bird Checklist","","","2016-02-04","Kris Krüg","iNat:2644709","",558426,"BIR"
"Buteo jamaicensis","(Gmelin, 1788)","","red-tailed hawk","Animalia","Chordata","Vertebrata","","Aves","","","Accipitriformes","","","Accipitridae","","","Buteo","jamaicensis","","","","native","S5 (2015)","","confirmed","observed","2016","Galiano Naturalist","Galiano Bird Checklist","","","2009-07-27","Cameron Deckert","iNat:19139396","",7170,"BIR"
"Calidris alpina","(Linnaeus, 1758)","","Dunlin","Animalia","Chordata","Vertebrata","","Aves","","","Charadriiformes","","","Scolopacidae","","","Calidris","alpina","","","","native","S4N (2015)","","confirmed","observed","2016","Galiano Naturalist","Galiano Bird Checklist","","","2019-05-04","Joan Septembre","iNat:24714336","",6921,"BIR"
"Calidris mauri","Cabanis, 1857","","western sandpiper","Animalia","Chordata","Vertebrata","","Aves","","","Charadriiformes","","","Scolopacidae","","","Calidris","mauri","","","","native","S4M (2015)","","reported","unobserved","2016","Galiano Naturalist","Galiano Bird Checklist","","","","","","",558441,"BIR"
"Calidris virgata","(Gmelin, 1789)","","surfbird","Animalia","Chordata","Vertebrata","","Aves","","","Charadriiformes","","","Scolopacidae","","","Calidris","virgata","","","","native","S4M (2015)","","confirmed","observed","2016","Galiano Naturalist","Galiano Bird Checklist","","","2014-10-19","Michael Hoebel","iNat:4054037","",144220,"BIR"
"Calypte anna","(Lesson, 1829)","","Anna's hummingbird","Animalia","Chordata","Vertebrata","","Aves","","","Caprimulgiformes","","","Trochilidae","","","Calypte","anna","","","","native","S4S5 (2015)","","confirmed","observed","2016","Galiano Naturalist","Galiano Bird Checklist","","","2014-03-14","Michael Hoebel","iNat:4046916","",59220,"BIR"
"Cardellina pusilla","(Wilson, 1811)","","Wilson’s warbler","Animalia","Chordata","Vertebrata","","Aves","","","Passeriformes","","","Parulidae","","","Cardellina","pusilla","","","","native","S5B (2015)","","confirmed","observed","2016","Galiano Naturalist","Galiano Bird Checklist","","","2015-07-15","Michael Hoebel","iNat:4053962","",19577,"BIR"
"Cathartes aura","(Linnaeus, 1758)","","turkey vulture","Animalia","Chordata","Vertebrata","","Aves","","","Cathartiformes","","","Cathartidae","","","Cathartes","aura","","","","native","S4 (2015)","","confirmed","observed","2016","Galiano Naturalist","Galiano Bird Checklist","","","2006-08-14","Karolle Wall","iNat:97172668","",6317,"BIR"
"Catharus guttatus","(Pallas, 1811)","","hermit thrush","Animalia","Chordata","Vertebrata","","Aves","","","Passeriformes","","","Turdidae","","","Catharus","guttatus","","","","native","S5B (2015)","","confirmed","observed","2016","Galiano Naturalist","Galiano Bird Checklist","","","2013-04-28","Michael Hoebel","iNat:4046977","",6363,"BIR"
"Catharus ustulatus","(Nuttall, 1840)","","Swainson's thrush","Animalia","Chordata","Vertebrata","","Aves","","","Passeriformes","","","Turdidae","","","Catharus","ustulatus","","","","native","S5B (2015)","","confirmed","observed","2016","Galiano Naturalist","Galiano Bird Checklist","","","2016-07-07","Andrew Simon","iNat:3641204","",6557,"BIR"
"Cepphus columba","Pallas, 1811","","pigeon guillemot","Animalia","Chordata","Vertebrata","","Aves","","","Charadriiformes","","","Alcidae","","","Cepphus","columba","","","","native","S4 (2015)","","confirmed","observed","2016","Galiano Naturalist","Galiano Bird Checklist","","","2014-06-23","Michael Butler","iNat:69895121","",6667,"BIR"
"Cerorhinca monocerata","Pallas, 1811","","rhinoceros auklet","Animalia","Chordata","Vertebrata","","Aves","","","Charadriiformes","","","Alcidae","","","Cerorhinca","monocerata","","","","native","S4 (2016)","","confirmed","observed","2016","Galiano Naturalist","Galiano Bird Checklist","","","2017-04-22","Michael Hoebel","iNat:19548007","",4756,"BIR"
"Certhia americana","Bonaparte, 1838","","brown creeper","Animalia","Chordata","Vertebrata","","Aves","","","Passeriformes","","","Certhiidae","","","Certhia","americana","","","","native","S5 (2015)","","confirmed","observed","2016","Galiano Naturalist","Galiano Bird Checklist","","","2011-07-25","lesfreck","iNat:86518607","",4531,"BIR"
"Chaetura vauxi","(Townsend, 1839)","","Vaux’s swift","Animalia","Chordata","Vertebrata","","Aves","","","Caprimulgiformes","","","Apodidae","","","Chaetura","vauxi","","","","native","S5B (2015)","","reported","unobserved","2016","Galiano Naturalist","Galiano Bird Checklist","","","","","","",4415,"BIR"
"Charadrius semipalmatus","(Bonaparte, 1825)","","semi-palmated plover","Animalia","Chordata","Vertebrata","","Aves","","","Charadriiformes","","","Charadriidae","","","Charadrius","semipalmatus","","","","native","S4S5B (2015)","","reported","unobserved","2016","Galiano Naturalist","Galiano Bird Checklist","","","","","","",4553,"BIR"
"Charadrius vociferus","Linnaeus, 1758","","killdeer","Animalia","Chordata","Vertebrata","","Aves","","","Charadriiformes","","","Charadriidae","","","Charadrius","vociferus","","","","native","S4S5B (2015)","","confirmed","observed","2016","Galiano Naturalist","Galiano Bird Checklist","","","2015-10-16","Sarah Tweedale","iNat:2929529","",4561,"BIR"
"Chen caerulescens","(Linnaeus, 1758)","","snow goose","Animalia","Chordata","Vertebrata","","Aves","","","Anseriformes","","","Anatidae","","","Chen","caerulescens","","","","native","S4M (2015)","","reported","unobserved","2016","Galiano Naturalist","Galiano Bird Checklist","","","","","","",4519,"BIR"
"Chordeiles minor","(J.R. Foster, 1771)","","common nighthawk","Animalia","Chordata","Vertebrata","","Aves","","","Caprimulgiformes","","","Caprimulgidae","","","Chordeiles","minor","","","","native","S4B (2015)","","confirmed","observed","2016","Galiano Naturalist","Galiano Bird Checklist","","","2016-07-28","Andrew Simon","iNat:3767319","",4793,"BIR"
"Chroicocephalus philadelphia","(Ord, 1815)","","Bonaparte's gull","Animalia","Chordata","Vertebrata","","Aves","","","Charadriiformes","","","Laridae","Larinae","","Chroicocephalus","philadelphia","","","","native","S5? (2015)","","confirmed","observed","2016","Galiano Naturalist","Galiano Bird Checklist","","","2012-04-19","B. J. Stacey","iNat:167227","",4838,"BIR"
"Cinclus mexicanus","Swainson, 1827","","American dipper","Animalia","Chordata","Vertebrata","","Aves","","","Passeriformes","","","Cinclidae","","","Cinclus","mexicanus","","","","native","S4 (2015)","","confirmed","observed","2016","Galiano Naturalist","Galiano Bird Checklist","","","2017-02-01","Christopher King","iNat:5815600","",144502,"BIR"
"Circus hudsonius","(Linnaeus, 1766)","","northern harrier","Animalia","Chordata","Vertebrata","","Aves","","","Accipitriformes","","","Accipitridae","","","Circus","hudsonius","","","","native","S4B (2015)","","confirmed","observed","2016","Galiano Naturalist","Galiano Bird Checklist","","","2018-07-16","Kevin Toomer","iNat:14433258","",4385,"BIR"
"Cistothorus palustris","(Wilson, A, 1810)","","marsh wren","Animalia","Chordata","Vertebrata","","Aves","","","Passeriformes","","","Troglodytidae","","","Cistothorus","palustris","","","","native","S5 (2015)","","confirmed","observed","2016","Galiano Naturalist","Galiano Bird Checklist","","","2016-01-24","Lauren Magner & Andrew Simon","iNat:2616528","",4356,"BIR"
"Clangula hyemalis","(Linnaeus, 1758)","","long-tailed duck","Animalia","Chordata","Vertebrata","","Aves","","","Anseriformes","","","Anatidae","","","Clangula","hyemalis","","","","native","S2S3B,S4N (2015)","","reported","unobserved","2016","Galiano Naturalist","Galiano Bird Checklist","","","","","","",4364,"BIR"
"Coccothraustes vespertinus","(W. Cooper, 1825)","","evening grosbeak","Animalia","Chordata","Vertebrata","","Aves","","","Passeriformes","","","Fringillidae","","","Coccothraustes","vespertinus","","","","native","S5 (2015); SC (2016)","","confirmed","observed","2016","Galiano Naturalist","Galiano Bird Checklist","","","2015-05-21","Sarah Tweedale","iNat:4039972","",4399,"BIR"
"Colaptes auratus","(Linnaeus, 1758)","","northern flicker","Animalia","Chordata","Vertebrata","","Aves","","","Piciformes","","","Picidae","","","Colaptes","auratus","","","","native","S5 (2015)","","confirmed","observed","2016","Galiano Naturalist","Galiano Bird Checklist","","","2015-02-12","Lauren Magner & Andrew Simon","iNat:2565721","",72458,"BIR"
"Columba livia","Gmelin, 1789","","rock pigeon","Animalia","Chordata","Vertebrata","","Aves","","","Columbiformes","","","Columbidae","","","Columba","livia","","","","exotic","unlisted","","confirmed","observed","2012-05-12","","VMS","","","2017-02-10","Christian Adler","iNat:5179014","",3941,"BIR"
"Contopus cooperi","(Swainson, 1832)","","olive-sided flycatcher","Animalia","Chordata","Vertebrata","","Aves","","","Passeriformes","","","Tyrannidae","","","Contopus","cooperi","","","","native","S3S4B (2015)","","confirmed","observed","2016","Galiano Naturalist","Galiano Bird Checklist","","","2012-05-20","Michael Hoebel","iNat:4046887","",3857,"BIR"
"Contopus sordidulus","(Sclater, 1859)","","western wood-pewee","Animalia","Chordata","Vertebrata","","Aves","","","Passeriformes","","","Tyrannidae","","","Contopus","sordidulus","","","","native","S5B (2015)","","reported","unobserved","2016","Galiano Naturalist","Galiano Bird Checklist","","","","","","",339592,"BIR"
"Corvus brachyrhynchos","Baird, 1858","","northwestern crow","Animalia","Chordata","Vertebrata","","Aves","","","Passeriformes","","","Corvidae","","","Corvus","brachyrhynchos","","","","native","S5 (2015)","","confirmed","observed","2016","Galiano Naturalist","Galiano Bird Checklist","","","2012-07-23","lesfreck","iNat:86523788","",3873,"BIR"
"Corvus corax","Linnaeus, 1758","","common raven","Animalia","Chordata","Vertebrata","","Aves","","","Passeriformes","","","Corvidae","","","Corvus","corax","","","","native","S5B (2015)","","confirmed","observed","2016","Galiano Naturalist","Galiano Bird Checklist","","","2015-02-12","Lauren Magner & Andrew Simon","iNat:2565259","",3893,"BIR"
"Cyanocitta stelleri","(Gmelin, 1788)","","Steller's jay","Animalia","Chordata","Vertebrata","","Aves","","","Passeriformes","","","Corvidae","","","Cyanocitta","stelleri","","","","native","S5 (2015)","","confirmed","observed","2016","Galiano Naturalist","Galiano Bird Checklist","","","2015-03-29","Michael Hoebel","iNat:4046909","",4817,"BIR"
"Cygnus buccinator","Richardson, 1832","","trumpeter swan","Animalia","Chordata","Vertebrata","","Aves","","","Anseriformes","","","Anatidae","","","Cygnus","buccinator","","","","native","S4B,S5N (2015)","","confirmed","observed","2016","Galiano Naturalist","Galiano Bird Checklist","","","2018-01-25","Jen Kovach","iNat:9616415","",204533,"BIR"
"Cygnus olor","(Gmelin, 1789)","","mute swan","Animalia","Chordata","Vertebrata","","Aves","","","Anseriformes","","","Anatidae","","","Cygnus","olor","","","","exotic","unlisted","","reported","unobserved","2016","Galiano Naturalist","Galiano Bird Checklist","","","","","","",556736,"BIR"
"Cypseloides niger","(Gmelin, 1789)","","black swift","Animalia","Chordata","Vertebrata","","Aves","","","Caprimulgiformes","","","Apodidae","","","Cypseloides","niger","","","","native","S2S3B (2015)","","reported","unobserved","2016","Galiano Naturalist","Galiano Bird Checklist","","","","","","",4353,"BIR"
"Dendragapus fuliginosus","(Ridgway, 1873)","","sooty grouse","Animalia","Chordata","Vertebrata","","Aves","","","Galliformes","","","Phasianidae","","","Dendragapus","fuliginosus","","","","native","S4 (2015)","","confirmed","observed","2016","Galiano Naturalist","Galiano Bird Checklist","","","2017-04-28","Andrew Simon","iNat:6019290","",4345,"BIR"
"Dryobates pubescens","(Linnaeus, 1766)","","downy woodpecker","Animalia","Chordata","Vertebrata","","Aves","","","Piciformes","","","Picidae","","","Dryobates","pubescens","","","","native","S5 (2015)","","confirmed","observed","2016","Galiano Naturalist","Galiano Bird Checklist","","","2016-03-26","Kristian Sigvardsen","iNat:2926951","",4450,"BIR"
"Dryobates villosus","(Linnaeus, 1766)","","hairy woodpecker","Animalia","Chordata","Vertebrata","","Aves","","","Piciformes","","","Picidae","","","Dryobates","villosus","","","","native","S5B (2015)","","confirmed","observed","2016","Galiano Naturalist","Galiano Bird Checklist","","","2016-04-23","Andrew Simon","iNat:3030496","",3938,"BIR"
"Dryocopus pileatus","(Linnaeus, 1758)","","pileated woodpecker","Animalia","Chordata","Vertebrata","","Aves","","","Piciformes","","","Picidae","","","Dryocopus","pileatus","","","","native","S5 (2015)","","confirmed","observed","2016","Galiano Naturalist","Galiano Bird Checklist","","","2010-05-22","Burl Jantzen","iNat:69729558","",3855,"BIR"
"Empidonax difficilis","Baird, 1858","","Pacific-slope flycatcher","Animalia","Chordata","Vertebrata","","Aves","","","Passeriformes","","","Tyrannidae","","","Empidonax","difficilis","","","","native","S5B (2015)","","confirmed","observed","2016","Galiano Naturalist","Galiano Bird Checklist","","","2015-06-20","Bridgit Spencer","iNat:2380925","",144496,"BIR"
"Empidonax hammondii","(Xantus de Vesey, 1858)","","Hammond’s flycatcher","Animalia","Chordata","Vertebrata","","Aves","","","Passeriformes","","","Tyrannidae","","","Empidonax","hammondii","","","","native","S5B (2015)","","reported","unobserved","2016","Galiano Naturalist","Galiano Bird Checklist","","","","","","",3959,"BIR"
"Empidonax traillii","(Audubon, 1828)","","willow flycatcher","Animalia","Chordata","Vertebrata","","Aves","","","Passeriformes","","","Tyrannidae","","","Empidonax","traillii","","","","native","S5B (2015)","","confirmed","observed","2016","Galiano Naturalist","Galiano Bird Checklist","","","2015-07-15","Michael Hoebel","iNat:4046901","",3892,"BIR"
"Eremophila alpestris","(Linnaeus, 1758)","","horned lark","Animalia","Chordata","Vertebrata","","Aves","","","Passeriformes","","","Alaudidae","","","Eremophila","alpestris","","","","native","S5?B (2015)","","confirmed","observed","2016","Galiano Naturalist","Galiano Bird Checklist","","","2017-09-16","Michael Hoebel","iNat:19548104","",73203,"BIR"
"Euphagus cyanocephalus","(Wagler, 1829)","","Brewer’s blackbird","Animalia","Chordata","Vertebrata","","Aves","","","Passeriformes","","","Icteridae","","","Euphagus","cyanocephalus","","","","native","S5 (2015)","","reported","unobserved","2016","Galiano Naturalist","Galiano Bird Checklist","","","","","","",3108,"BIR"
"Falco columbarius","Linnaeus, 1758","","merlin","Animalia","Chordata","Vertebrata","","Aves","","","Falconiformes","","","Falconidae","","","Falco","columbarius","","","","native","S5 (2015)","","reported","unobserved","2016","Galiano Naturalist","Galiano Bird Checklist","","","","","","",2969,"BIR"
"Falco peregrinus","Tunstall, 1771","","peregrine falcon","Animalia","Chordata","Vertebrata","","Aves","","","Falconiformes","","","Falconidae","","","Falco","peregrinus","","","","native","1-SC (SARA)","","confirmed","observed","2016","Galiano Naturalist","Galiano Bird Checklist","","","2009-08-15","Michael Hoebel","iNat:4046871","",3454,"BIR"
"Falco sparverius","Linnaeus, 1758","","American kestrel","Animalia","Chordata","Vertebrata","","Aves","","","Falconiformes","","","Falconidae","","","Falco","sparverius","","","","native","S4S5B (2015)","","confirmed","observed","2016","Galiano Naturalist","Galiano Bird Checklist","","","2019-09-16","Peter Thompson & Michael Hoebel","iNat:34346539","",3017,"BIR"
"Gallinago delicata","Ord, 1825","","Wilson’s snipe","Animalia","Chordata","Vertebrata","","Aves","","","Charadriiformes","","","Scolopacidae","","","Gallinago","delicata","","","","native","S5B (2015)","","reported","unobserved","2016","Galiano Naturalist","Galiano Bird Checklist","","","","","","",2548,"BIR"
"Gavia immer","(Brunnich, 1764)","","common loon","Animalia","Chordata","Vertebrata","","Aves","","","Gaviiformes","","","Gaviidae","","","Gavia","immer","","","","native","S5 (2015)","","confirmed","observed","2016","Galiano Naturalist","Galiano Bird Checklist","","","2012-04-19","B.J. Stacey","iNat:167230","",4647,"BIR"
"Gavia pacifica","(Lawrence, 1858)","","Pacific loon","Animalia","Chordata","Vertebrata","","Aves","","","Gaviiformes","","","Gaviidae","","","Gavia","pacifica","","","","native","S4B,S3S4N (2015)","","confirmed","observed","2016","Galiano Naturalist","Galiano Bird Checklist","","","2015-11-28","bobmcd’","iNat:2437268","",4665,"BIR"
"Gavia stellata","(Pontoppidan, 1763)","","red-throated loon","Animalia","Chordata","Vertebrata","","Aves","","","Gaviiformes","","","Gaviidae","","","Gavia","stellata","","","","native","S4 (2015)","","reported","unobserved","2016","Galiano Naturalist","Galiano Bird Checklist","","","","","","",4672,"BIR"
"Geothlypis tolmiei","(Townsend, 1839)","","MacGillivray's warbler","Animalia","Chordata","Vertebrata","","Aves","","","Passeriformes","","","Parulidae","","","Geothlypis","tolmiei","","","","native","S5B (2015)","","confirmed","observed","2016","Galiano Naturalist","Galiano Bird Checklist","","","2013-05-17","Michael Hoebel","iNat:4046991","",72797,"BIR"
"Geothlypis trichas","(Linnaeus, 1766)","","common yellowthroat","Animalia","Chordata","Vertebrata","","Aves","","","Passeriformes","","","Parulidae","","","Geothlypis","trichas","","","","native","S5 (2015)","","confirmed","observed","2016","Galiano Naturalist","Galiano Bird Checklist","","","2011-05-10","Michael Hoebel","iNat:4046958","",567035,"BIR"
"Glaucidium californicum","(PL Sclater, 1857)","","northern pygmy owl","Animalia","Chordata","Vertebrata","","Aves","","","Strigiformes","","","Strigidae","","","Glaucidium","californicum","","","","native","S4B (2015)","","reported","unobserved","1994-03-25","Aziza Cooper","eBird","","","","","","",4626,"BIR"
