"Taxon","Taxon.Author","Subtaxon.Author","Common.Name","Kingdom","Phylum","Subphylum","Superclass","Class","Subclass","Superorder","Order","Suborder","Superfamily","Family","Subfamily","Tribe","Genus","Species","Hybrid","Subspecies","Variety","Origin","Provincial.Status","National.Status","Reporting.Status","Observation","Collected.Reported..y.m.d.","Collector.Source","Collection.List","Accession.Number","GBIF.ID","First.Observed","Observer","iNaturalist.Link","Notes","ID","Stats.Code"
"Aplysilla polyraphis","Laubenfels, 1930","","slippery purple sponge","Animalia","Porifera","","","Demospongiae","Keratosa","","Dendroceratida","","","Darwinellidae","","","Aplysilla","polyraphis","","","","native","unlisted","","reported","unobserved","2008-11-12","Andy Lamb","PMLS","","","","","","","216652","POR"
"Aplysilla sp.","","","slippery rose sponge","Animalia","Porifera","","","Demospongiae","Keratosa","","Dendroceratida","","","Darwinellidae","","","Aplysilla","sp.","","","","","","","reported","unobserved","1985-12-07","Andy Lamb","PMLS","","","","","","undescribed species","63646","POR"
"Apodichthys flavidus","Girard, 1854","","penpoint gunnel","Animalia","Chordata","Vertebrata","","Actinopterygii","","","Perciformes","","","Pholidae","","","Apodichthys","flavidus","","","","native","SNR","","confirmed","observed","1982-06-09","K.D. Genereux","CMN","CMNFI 1985-0087.5","","2013-06-22","Karolle Wall","http://www.inaturalist.org/observations/4015148","","67408","FIS"
"Apomatus geniculatus","(Moore & Bush, 1904)","","pearl-topped calcareous worm","Animalia","Annelida","","","Polychaeta","Sedentaria","","Sabellida","","","Serpulidae","","","Apomatus","geniculatus","","","","native","unlisted","","reported","unobserved","2007-10-14","Andy Lamb","PMLS","","","","","","","939557","WOR"
"Apostichopus californicus","(Stimpson, 1857)","","giant sea cucumber","Animalia","Echinodermata","Echinozoa","","Holothuroidea","Actinopoda","","Synallactida","","","Stichopodidae","","","Apostichopus","californicus","","","","native","unlisted","","confirmed","observed","1986-04-08","","RBCM","986-00191-032","","2015-05-16","Peter Luckham","http://www.inaturalist.org/observations/2854136","","202640","ECH"
"Arctonoe fragilis","(Baird, 1863)","","fragile ruffled scaleworm","Animalia","Annelida","","","Polychaeta","Errantia","","Phyllodocida","Aphroditiformia","","Polynoidae","Arctonoinae","","Arctonoe","fragilis","","","","native","unlisted","","reported","unobserved","1975-06-18","T. Kessler","RBCM","975-00227-001","1898315965","","","","","69914","WOR"
"Arctonoe pulchra","(Johnson, 1897)","","red commensal scaleworm","Animalia","Annelida","","","Polychaeta","Errantia","","Phyllodocida","Aphroditiformia","","Polynoidae","Arctonoinae","","Arctonoe","pulchra","","","","native","unlisted","","confirmed","observed","1975-06-18","T. Kessler","RBCM","975-00227-003","1898314750","2019-05-04","Norah Brown","https://www.inaturalist.org/observations/24535513","","465156","WOR"
"Arctonoe vittata","(Grube, 1855)","","red-banded commensal scaleworm","Animalia","Annelida","","","Polychaeta","Errantia","","Phyllodocida","Aphroditiformia","","Polynoidae","Arctonoinae","","Arctonoe","vittata","","","","native","unlisted","","reported","unobserved","1975-06-18","T. Kessler","RBCM","975-00227-002","1898294448","","","","","122163","WOR"
"Argulus pugettensis","Dana, 1853","","surfperch fish louse","Animalia","Arthropoda","Crustacea","Oligostraca","Ichthyostraca","Branchiura","","Arguloida","","","Argulidae","","","Argulus","pugettensis","","","","native","unlisted","","reported","unobserved","2007-09-29","Andy Lamb","PMLS","","","","","","","873865","ART"
"Armina californica","(J.G. Cooper, 1863)","","striped nudibranch","Animalia","Mollusca","","","Gastropoda","Heterobranchia","Nudipleura","Nudibranchia","Cladobranchia","Arminoidea","Arminidae","","","Armina","californica","","","","native","unlisted","","confirmed","observed","1975-06-17","Philip Lambert","RBCM","975-00224-003","1898310345","2013-10-13","Peter Luckham","http://www.inaturalist.org/observations/2975918","","47499","MOL"
