"","iNaturalist.taxon.name","iNaturalist.taxon.ID","Taxon.name","Author","Kingdom","Phylum","Subphylum","Superclass","Class","Subclass","Superorder","Order","Suborder","Infraorder","Superfamily","Family","Subfamily","Tribe","Genus","Species","observationId","Latitude","Longitude","Date.observed","Description","Common.name","Recorded.by","Captive.Cultivated","Quality.grade","coordinateUncertaintyInMeters"
"39","Branta canadensis",7089,"Branta canadensis",NA,"Animalia","Chordata","Vertebrata","","Aves","","","Anseriformes","","","","Anatidae","","","Branta","canadensis","iNat:2635233",48.920386,-123.450623,"2007-01-10",NA,NA,"","false","research",27
"40","Branta canadensis",7089,"Branta canadensis",NA,"Animalia","Chordata","Vertebrata","","Aves","","","Anseriformes","","","","Anatidae","","","Branta","canadensis","iNat:2635292",48.920358,-123.450698,"2009-05-02",NA,NA,"","false","research",39
"41","Ardea herodias",4956,"Ardea herodias",NA,"Animalia","Chordata","Vertebrata","","Aves","","","Pelecaniformes","","","","Ardeidae","Ardeinae","","Ardea","herodias","iNat:2635593",48.92028,-123.450623,"2009-05-03",NA,NA,"","false","research",21
"42","Bucephala islandica",6994,"Bucephala islandica",NA,"Animalia","Chordata","Vertebrata","","Aves","","","Anseriformes","","","","Anatidae","","","Bucephala","islandica","iNat:2644709",48.877838,-123.316628,"2016-02-04",NA,NA,"KK","false","research",NA
"43","Anas platyrhynchos",6930,"Anas platyrhynchos",NA,"Animalia","Chordata","Vertebrata","","Aves","","","Anseriformes","","","","Anatidae","","","Anas","platyrhynchos","iNat:2644712",48.877747,-123.316963,"2016-02-04",NA,NA,"KK","false","research",NA
"44","Melospiza melodia",9100,"Melospiza melodia",NA,"Animalia","Chordata","Vertebrata","","Aves","","","Passeriformes","","","","Passerellidae","","","Melospiza","melodia","iNat:2647989",48.929379,-123.474913,"2014-11-30",NA,NA,"Lauren Magner","false","research",174
"45","Haliaeetus leucocephalus",5305,"Haliaeetus leucocephalus",NA,"Animalia","Chordata","Vertebrata","","Aves","","","Accipitriformes","","","","Accipitridae","","","Haliaeetus","leucocephalus","iNat:2647994",48.929379,-123.474913,"2014-11-30",NA,NA,"Lauren Magner","false","research",174
"46","Junco hyemalis",10094,"Junco hyemalis",NA,"Animalia","Chordata","Vertebrata","","Aves","","","Passeriformes","","","","Passerellidae","","","Junco","hyemalis","iNat:2661912",48.881589,-123.360746,"2016-02-09",NA,NA,"Andrew Simon","false","research",19
"47","Pipilo maculatus",9420,"Pipilo maculatus",NA,"Animalia","Chordata","Vertebrata","","Aves","","","Passeriformes","","","","Passerellidae","","","Pipilo","maculatus","iNat:2661928",48.881589,-123.360746,"2016-02-09",NA,NA,"Andrew Simon","false","research",19
"48","Poecile rufescens",144820,"Poecile rufescens",NA,"Animalia","Chordata","Vertebrata","","Aves","","","Passeriformes","","","","Paridae","","","Poecile","rufescens","iNat:2661979",48.881591,-123.360788,"2016-02-09",NA,NA,"Andrew Simon","false","research",21
"49","Piranga ludoviciana",9919,"Piranga ludoviciana",NA,"Animalia","Chordata","Vertebrata","","Aves","","","Passeriformes","","","","Cardinalidae","","","Piranga","ludoviciana","iNat:2677173",48.863592,-123.32785,"2015-06-21",NA,NA,"Bridget Spencer","false","research",348
"50","Pandion haliaetus",116999,"Pandion haliaetus",NA,"Animalia","Chordata","Vertebrata","","Aves","","","Accipitriformes","","","","Pandionidae","","","Pandion","haliaetus","iNat:2677178",48.871405,-123.313637,"2015-06-20",NA,NA,"Bridget Spencer","false","research",87
"51","Megaceryle alcyon",2548,"Megaceryle alcyon",NA,"Animalia","Chordata","Vertebrata","","Aves","","","Coraciiformes","","","","Alcedinidae","","","Megaceryle","alcyon","iNat:2677190",48.871292,-123.313336,"2015-06-20",NA,NA,"Bridget Spencer","false","research",87
"52","Ardea herodias",4956,"Ardea herodias",NA,"Animalia","Chordata","Vertebrata","","Aves","","","Pelecaniformes","","","","Ardeidae","Ardeinae","","Ardea","herodias","iNat:2677208",48.900026,-123.407929,"2015-06-21",NA,NA,"Bridget Spencer","false","research",174
"53","Sphyrapicus ruber",18464,"Sphyrapicus ruber",NA,"Animalia","Chordata","Vertebrata","","Aves","","","Piciformes","","","","Picidae","","","Sphyrapicus","ruber","iNat:2677221",48.871603,-123.315697,"2015-06-19",NA,NA,"Bridget Spencer","false","research",87
"54","Bucephala islandica",6994,"Bucephala islandica",NA,"Animalia","Chordata","Vertebrata","","Aves","","","Anseriformes","","","","Anatidae","","","Bucephala","islandica","iNat:2679295",48.89774,-123.409209,"2016-02-13",NA,NA,"Andrew Simon","false","research",87
"55","Haematopus bachmani",4838,"Haematopus bachmani",NA,"Animalia","Chordata","Vertebrata","","Aves","","","Charadriiformes","","","","Haematopodidae","","","Haematopus","bachmani","iNat:2679331",48.896806,-123.410733,"2016-02-13",NA,NA,"Andrew Simon","false","research",148
"56","Sphyrapicus ruber",18464,"Sphyrapicus ruber",NA,"Animalia","Chordata","Vertebrata","","Aves","","","Piciformes","","","","Picidae","","","Sphyrapicus","ruber","iNat:2693541",48.885298,-123.351834,"2016-02-16",NA,NA,"","false","research",NA
"57","Strix varia",19893,"Strix varia",NA,"Animalia","Chordata","Vertebrata","","Aves","","","Strigiformes","","","","Strigidae","","","Strix","varia","iNat:2705712",49.004445,-123.572159,"2012-08-22",NA,NA,"Andrew Simon","false","research",424
"58","Sitta canadensis",14823,"Sitta canadensis",NA,"Animalia","Chordata","Vertebrata","","Aves","","","Passeriformes","","","","Sittidae","","","Sitta","canadensis","iNat:2711391",48.881589,-123.360769,"2016-02-23",NA,NA,"Andrew Simon","false","research",21
"59","Branta canadensis",7089,"Branta canadensis",NA,"Animalia","Chordata","Vertebrata","","Aves","","","Anseriformes","","","","Anatidae","","","Branta","canadensis","iNat:2723865",48.879799,-123.350488,"2016-02-23",NA,NA,"Andrew Simon","false","research",20
"60","Junco hyemalis",10094,"Junco hyemalis",NA,"Animalia","Chordata","Vertebrata","","Aves","","","Passeriformes","","","","Passerellidae","","","Junco","hyemalis","iNat:2723887",48.881581,-123.360787,"2016-02-23",NA,NA,"Andrew Simon","false","research",19
"61","Poecile rufescens",144820,"Poecile rufescens",NA,"Animalia","Chordata","Vertebrata","","Aves","","","Passeriformes","","","","Paridae","","","Poecile","rufescens","iNat:2723946",48.881575,-123.360795,"2016-02-23",NA,NA,"Andrew Simon","false","research",21
"62","Pipilo maculatus",9420,"Pipilo maculatus",NA,"Animalia","Chordata","Vertebrata","","Aves","","","Passeriformes","","","","Passerellidae","","","Pipilo","maculatus","iNat:2723959",48.881575,-123.360795,"2016-02-23",NA,NA,"Andrew Simon","false","research",21
"63","Branta canadensis",7089,"Branta canadensis",NA,"Animalia","Chordata","Vertebrata","","Aves","","","Anseriformes","","","","Anatidae","","","Branta","canadensis","iNat:2724031",48.880132,-123.348119,"2016-02-22",NA,NA,"Andrew Simon","false","research",306
"64","Branta canadensis",7089,"Branta canadensis",NA,"Animalia","Chordata","Vertebrata","","Aves","","","Anseriformes","","","","Anatidae","","","Branta","canadensis","iNat:2732397",48.914851,-123.396034,"2016-02-26",NA,NA,"","false","research",349
"65","Nannopterum auritum",1454382,"Nannopterum auritum",NA,"Animalia","Chordata","Vertebrata","","Aves","","","Suliformes","","","","Phalacrocoracidae","","","Nannopterum","auritum","iNat:2732402",48.914851,-123.396034,"2016-02-26",NA,NA,"","false","research",349
"66","Turdus migratorius",12727,"Turdus migratorius",NA,"Animalia","Chordata","Vertebrata","","Aves","","","Passeriformes","","","","Turdidae","","","Turdus","migratorius","iNat:2734229",48.929988,-123.469087,"2016-02-29",NA,NA,"Andrew Simon","false","research",63
"67","Dryocopus pileatus",17855,"Dryocopus pileatus",NA,"Animalia","Chordata","Vertebrata","","Aves","","","Piciformes","","","","Picidae","","","Dryocopus","pileatus","iNat:2780425",48.929001,-123.46693,"2016-03-06",NA,NA,"Andrew Simon","false","research",83
"68","Melanitta perspicillata",7036,"Melanitta perspicillata",NA,"Animalia","Chordata","Vertebrata","","Aves","","","Anseriformes","","","","Anatidae","","","Melanitta","perspicillata","iNat:2800323",48.871778,-123.310161,"2016-03-18",NA,NA,"","false","research",58
"69","Cathartes aura",4756,"Cathartes aura",NA,"Animalia","Chordata","Vertebrata","","Aves","","","Cathartiformes","","","","Cathartidae","","","Cathartes","aura","iNat:2822897",48.928883,-123.469248,"2016-03-22",NA,NA,"Andrew Simon","false","research",111
"70","Bucephala islandica",6994,"Bucephala islandica",NA,"Animalia","Chordata","Vertebrata","","Aves","","","Anseriformes","","","","Anatidae","","","Bucephala","islandica","iNat:2915801",48.921416,-123.401871,"2016-04-08",NA,NA,"","false","research",698
"71","Corthylio calendula",1289388,"Corthylio calendula",NA,"Animalia","Chordata","Vertebrata","","Aves","","","Passeriformes","","","","Regulidae","","","Corthylio","calendula","iNat:2926950",48.920307,-123.408222,"2016-03-26",NA,NA,"Nomadkris","false","research",551
"72","Dryobates pubescens",792988,"Dryobates pubescens",NA,"Animalia","Chordata","Vertebrata","","Aves","","","Piciformes","","","","Picidae","","","Dryobates","pubescens","iNat:2926951",48.92062,-123.409252,"2016-03-26",NA,NA,"Nomadkris","false","research",551
"73","Bucephala islandica",6994,"Bucephala islandica",NA,"Animalia","Chordata","Vertebrata","","Aves","","","Anseriformes","","","","Anatidae","","","Bucephala","islandica","iNat:2926952",48.886381,-123.390371,"2016-03-26",NA,NA,"Nomadkris","false","research",NA
"74","Corthylio calendula",1289388,"Corthylio calendula",NA,"Animalia","Chordata","Vertebrata","","Aves","","","Passeriformes","","","","Regulidae","","","Corthylio","calendula","iNat:2926954",48.95237,-123.522549,"2016-03-26",NA,NA,"Nomadkris","false","research",551
"75","Melospiza melodia",9100,"Melospiza melodia",NA,"Animalia","Chordata","Vertebrata","","Aves","","","Passeriformes","","","","Passerellidae","","","Melospiza","melodia","iNat:2926955",48.901843,-123.369427,"2016-03-26",NA,NA,"Nomadkris","false","research",551
"76","Selasphorus rufus",6363,"Selasphorus rufus",NA,"Animalia","Chordata","Vertebrata","","Aves","","","Caprimulgiformes","","","","Trochilidae","","","Selasphorus","rufus","iNat:2926956",48.890694,-123.346124,"2016-03-27",NA,NA,"Nomadkris","false","research",138
"77","Junco hyemalis",10094,"Junco hyemalis",NA,"Animalia","Chordata","Vertebrata","","Aves","","","Passeriformes","","","","Passerellidae","","","Junco","hyemalis","iNat:2926957",48.949808,-123.520436,"2016-03-27",NA,NA,"Nomadkris","false","research",NA
"78","Leiothlypis celata",979757,"Leiothlypis celata",NA,"Animalia","Chordata","Vertebrata","","Aves","","","Passeriformes","","","","Parulidae","","","Leiothlypis","celata","iNat:2926959",48.923647,-123.441472,"2016-04-09",NA,NA,"Nomadkris","false","research",13809
"79","Leiothlypis celata",979757,"Leiothlypis celata",NA,"Animalia","Chordata","Vertebrata","","Aves","","","Passeriformes","","","","Parulidae","","","Leiothlypis","celata","iNat:2926962",48.923647,-123.441472,"2016-04-09",NA,NA,"Nomadkris","false","research",13809
"80","Setophaga coronata auduboni",126562,"Setophaga coronata auduboni",NA,"Animalia","Chordata","Vertebrata","","Aves","","","Passeriformes","","","","Parulidae","","","Setophaga","coronata","iNat:2928685",48.898375,-123.342938,"2016-03-26",NA,NA,"","false","research",1137
"81","Mergus merganser",7004,"Mergus merganser",NA,"Animalia","Chordata","Vertebrata","","Aves","","","Anseriformes","","","","Anatidae","","","Mergus","merganser","iNat:2928691",48.890249,-123.346715,"2016-03-27",NA,NA,"","false","research",5569
"82","Ardea herodias",4956,"Ardea herodias",NA,"Animalia","Chordata","Vertebrata","","Aves","","","Pelecaniformes","","","","Ardeidae","Ardeinae","","Ardea","herodias","iNat:2929483",48.899729,-123.343968,"2016-03-16",NA,NA,"","false","research",761
"83","Charadrius vociferus",4793,"Charadrius vociferus",NA,"Animalia","Chordata","Vertebrata","","Aves","","","Charadriiformes","","","","Charadriidae","","","Charadrius","vociferus","iNat:2929529",48.896569,-123.342595,"2015-10-16",NA,NA,"","false","research",2508
"84","Accipiter striatus",5097,"Accipiter striatus",NA,"Animalia","Chordata","Vertebrata","","Aves","","","Accipitriformes","","","","Accipitridae","","","Accipiter","striatus","iNat:2929563",48.901986,-123.353581,"2016-04-12",NA,NA,"","false","research",1465
"85","Pandion haliaetus",116999,"Pandion haliaetus",NA,"Animalia","Chordata","Vertebrata","","Aves","","","Accipitriformes","","","","Pandionidae","","","Pandion","haliaetus","iNat:2955631",48.878306,-123.31876,"2016-04-16",NA,NA,"Jemma Lee","false","casual",22
"86","Sphyrapicus ruber",18464,"Sphyrapicus ruber",NA,"Animalia","Chordata","Vertebrata","","Aves","","","Piciformes","","","","Picidae","","","Sphyrapicus","ruber","iNat:2990154",48.884946,-123.35268,"2016-04-14",NA,NA,"Lauren Magner","false","research",40
"87","Turdus migratorius",12727,"Turdus migratorius",NA,"Animalia","Chordata","Vertebrata","","Aves","","","Passeriformes","","","","Turdidae","","","Turdus","migratorius","iNat:3006371",48.895771,-123.357711,"2016-04-22",NA,NA,"","false","research",174
"88","Corvus corax",8010,"Corvus corax",NA,"Animalia","Chordata","Vertebrata","","Aves","","","Passeriformes","","","","Corvidae","","","Corvus","corax","iNat:3027492",48.866764,-123.33606,"2016-04-23",NA,NA,"Andrew Simon","false","research",158
"89","Branta canadensis",7089,"Branta canadensis",NA,"Animalia","Chordata","Vertebrata","","Aves","","","Anseriformes","","","","Anatidae","","","Branta","canadensis","iNat:3028853",48.866764,-123.33606,"2016-04-23",NA,NA,"Andrew Simon","false","needs_id",158
"90","Spinus pinus",145304,"Spinus pinus",NA,"Animalia","Chordata","Vertebrata","","Aves","","","Passeriformes","","","","Fringillidae","","","Spinus","pinus","iNat:3030482",48.866863,-123.336017,"2016-04-23",NA,NA,"Andrew Simon","false","casual",167
"91","Cathartes aura",4756,"Cathartes aura",NA,"Animalia","Chordata","Vertebrata","","Aves","","","Cathartiformes","","","","Cathartidae","","","Cathartes","aura","iNat:3030483",48.866863,-123.336017,"2016-04-23",NA,NA,"Andrew Simon","false","casual",167
"92","Chroicocephalus philadelphia",144502,"Chroicocephalus philadelphia",NA,"Animalia","Chordata","Vertebrata","","Aves","","","Charadriiformes","","","","Laridae","Larinae","","Chroicocephalus","philadelphia","iNat:3030484",48.866863,-123.336017,"2016-04-23",NA,NA,"Andrew Simon","false","casual",167
"93","Haliaeetus leucocephalus",5305,"Haliaeetus leucocephalus",NA,"Animalia","Chordata","Vertebrata","","Aves","","","Accipitriformes","","","","Accipitridae","","","Haliaeetus","leucocephalus","iNat:3030487",48.866863,-123.336017,"2016-04-23",NA,NA,"Andrew Simon","false","casual",167
"94","Junco hyemalis",10094,"Junco hyemalis",NA,"Animalia","Chordata","Vertebrata","","Aves","","","Passeriformes","","","","Passerellidae","","","Junco","hyemalis","iNat:3030492",48.866863,-123.336017,"2016-04-23",NA,NA,"Andrew Simon","false","casual",167
"95","Larus glaucescens",4399,"Larus glaucescens",NA,"Animalia","Chordata","Vertebrata","","Aves","","","Charadriiformes","","","","Laridae","Larinae","","Larus","glaucescens","iNat:3030494",48.866863,-123.336017,"2016-04-23",NA,NA,"Andrew Simon","false","casual",167
"96","Dryobates villosus",792990,"Dryobates villosus",NA,"Animalia","Chordata","Vertebrata","","Aves","","","Piciformes","","","","Picidae","","","Dryobates","villosus","iNat:3030496",48.866863,-123.336017,"2016-04-23",NA,NA,"Andrew Simon","false","casual",167
"97","Pipilo maculatus",9420,"Pipilo maculatus",NA,"Animalia","Chordata","Vertebrata","","Aves","","","Passeriformes","","","","Passerellidae","","","Pipilo","maculatus","iNat:3030497",48.866863,-123.336017,"2016-04-23",NA,NA,"Andrew Simon","false","casual",167
"98","Setophaga coronata",145245,"Setophaga coronata",NA,"Animalia","Chordata","Vertebrata","","Aves","","","Passeriformes","","","","Parulidae","","","Setophaga","coronata","iNat:3030499",48.866863,-123.336017,"2016-04-23",NA,NA,"Andrew Simon","false","casual",167
"99","Setophaga townsendi",145255,"Setophaga townsendi",NA,"Animalia","Chordata","Vertebrata","","Aves","","","Passeriformes","","","","Parulidae","","","Setophaga","townsendi","iNat:3030501",48.866863,-123.336017,"2016-04-23",NA,NA,"Andrew Simon","false","casual",167
"100","Sitta canadensis",14823,"Sitta canadensis",NA,"Animalia","Chordata","Vertebrata","","Aves","","","Passeriformes","","","","Sittidae","","","Sitta","canadensis","iNat:3030503",48.866863,-123.336017,"2016-04-23",NA,NA,"Andrew Simon","false","casual",167
"101","Troglodytes aedon",7562,"Troglodytes aedon",NA,"Animalia","Chordata","Vertebrata","","Aves","","","Passeriformes","","","","Troglodytidae","","","Troglodytes","aedon","iNat:3030504",48.866863,-123.336017,"2016-04-23",NA,NA,"Andrew Simon","false","casual",167
"102","Poecile rufescens",144820,"Poecile rufescens",NA,"Animalia","Chordata","Vertebrata","","Aves","","","Passeriformes","","","","Paridae","","","Poecile","rufescens","iNat:3040840",48.867549,-123.339915,"2016-04-23",NA,NA,"Lauren Magner","false","casual",174
"103","Spizella passerina",9135,"Spizella passerina",NA,"Animalia","Chordata","Vertebrata","","Aves","","","Passeriformes","","","","Passerellidae","","","Spizella","passerina","iNat:3040843",48.867549,-123.339915,"2016-04-23",NA,NA,"Lauren Magner","false","casual",174
"104","Turdus migratorius",12727,"Turdus migratorius",NA,"Animalia","Chordata","Vertebrata","","Aves","","","Passeriformes","","","","Turdidae","","","Turdus","migratorius","iNat:3040844",48.867549,-123.339915,"2016-04-23",NA,NA,"Lauren Magner","false","casual",174
